oos_rank,is_sharpe_best,oos_sharpe_best
17,10.479717912326223,6.42462186341646
12,10.048622233634184,6.712864117192652
24,10.646144573634492,6.114615299312039
17,10.114698816077334,6.6824089693594
20,10.67909788796137,6.167060813287512
1,10.240313406168402,6.536955168115819
4,10.624634772734781,6.480756365967388
21,10.1998215216549,6.686254629024103
6,10.346368712951078,6.609587319985604
17,10.414301025977181,6.577986732440254
24,9.959780169487361,6.737307411870858
22,10.53425082267487,6.288398791287686
6,10.605368272729041,6.556551764223352
11,10.746754468741848,6.375644141774709
19,10.820664715131787,6.333246827626754
9,10.284161600516837,6.600109474456161
4,10.886480039598226,6.142719008016263
4,10.299372793658382,6.700759340371638
19,10.37939279792466,6.657591909696156
21,9.87897518427746,6.841888871598883
3,10.460169717947014,6.47837014878015
17,10.528502031825209,6.491327763725585
1,10.03090511781983,6.802797214969504
22,10.658745004551538,6.186174449764391
20,10.126069473813029,6.719494342919586
20,10.714917505805573,6.231445064829367
5,10.23941611092363,6.559608674259811
23,10.16065590052096,6.752324239092868
7,10.307732658737898,6.698691512501791
12,10.361685836862268,6.675309807021567
24,9.893594238215151,6.8143845903920655
4,10.442432179039077,6.470956653414091
6,9.887478163871931,7.017939208533144
6,9.938264851795212,7.008077247412775
6,9.48399821977081,7.298128575094792
4,10.035425420868359,6.8005436001148665
5,10.088824226071436,6.844199260076962
7,9.649860215833183,7.120918915570784
23,10.231877527661464,6.5334543448441265
11,9.71895650622457,7.098616022679555
13,10.283607249314807,6.59420450577349
3,9.842276643232498,6.955409582569802
5,10.26474014088082,6.789948178738543
16,10.330456083631216,6.755037258756192
24,9.844409189158752,6.8939808965145115
2,10.403229758002652,6.575383235936364
13,10.477755974567142,6.58993786441609
6,9.976064865971018,6.860607114504106
2,10.55423820335046,6.407945578195671
17,10.060954090891197,6.810484978997181
22,10.658320868838878,6.331162316450267
2,10.169360061655615,6.648128389341288
7,10.04947101254702,6.920184225152619
7,9.586220684232531,7.200876088398762
22,10.14793159659994,6.638828123339069
15,9.666714522200735,7.165365854134743
18,10.239410681269044,6.6701156047753445
2,9.785836551750892,7.018046052485106
16,9.82075461228852,7.002628721225198
18,10.391956096874575,6.5031409502149335
1,9.94129786291584,6.854771807875118
19,10.03164758780265,6.765581969632612
14,10.630725783067769,6.2954279493897936
6,10.214470622741207,6.6373982144796795
13,10.377737588866758,6.45265852133438
13,10.419183051808602,6.439895616750627
8,9.993840176655787,6.7488300429233155
24,10.619754802421223,6.098653813013425
19,10.60872655162549,6.370732866759885
19,10.759545760404123,6.187107705617354
21,10.790378770287546,6.173711715064546
20,10.342708518398869,6.434296961389127
24,10.921374828417642,5.885510109559106
15,10.325084951531483,6.525584659636616
16,10.37352054951098,6.516362821348416
19,9.945203144127372,6.786236428789395
24,10.533401766422852,6.207195903159618
16,10.527020011364128,6.3477357844323405
17,10.102237182693244,6.622189238674613
24,10.739995767260977,5.991137070724103
18,10.171281189319652,6.615486721867396
21,10.729947292278753,6.089904963339165
24,10.333508203419303,6.3192397547777315
4,10.166788237862276,6.723316889153311
17,10.328171832139335,6.539511408243047
10,10.355752319506296,6.534507065974716
23,9.940074925940712,6.687271378611052
22,10.49645691744181,6.239215112258066
