,gross_linear,gross_gp,net_linear,net_gp,kappa
2024-09-09,-0.0036770820591459294,-0.003500960846083549,-0.0056770820591459294,-0.00550096084608355,0.9521029962808927
2024-09-10,-0.0035430146624966376,-0.003371938147917389,-0.005543014662496638,-0.005371938147917389,0.9517144209449315
2024-09-11,0.0028162872772464565,0.0026862700177494453,0.0008162872772464564,0.0006862700177494453,0.9538338078833588
2024-09-12,0.0033886456467654216,0.003234053706516549,0.0013886456467654216,0.001234053706516549,0.9543794316775388
2024-09-13,0.01065796650143208,0.010181550048327562,0.00865796650143208,0.008181550048327562,0.9552994979820489
2024-09-17,0.0015369566636071396,0.0014693474895430163,-0.0004630433363928604,-0.0005306525104569837,0.9560110082053656
2024-09-18,-0.008684635266098455,-0.00831018009246158,-0.010684635266098455,-0.01031018009246158,0.9568830282258823
2024-09-19,0.004914065310453423,0.004706288620103496,0.002914065310453423,0.0027062886201034957,0.9577179631886583
2024-09-20,0.004807198278825935,0.004593726522435204,0.002807198278825935,0.002593726522435204,0.955593311528047
2024-09-24,0.013043108616233156,0.012469053084770192,0.011043108616233156,0.010469053084770192,0.9559878286416701
2024-09-25,0.010883667412497869,0.010417489299959294,0.008883667412497869,0.008417489299959294,0.9571671850241165
2024-09-26,0.00416508419108688,0.00398692483727837,0.00216508419108688,0.00198692483727837,0.9572255095851931
2024-09-27,0.022531762703714434,0.02160539738067483,0.020531762703714436,0.01960539738067483,0.9588862471515871
2024-09-30,0.015307356341244367,0.014702018475100566,0.013307356341244367,0.012702018475100565,0.9604544473487711
2024-10-01,0.0061582661648018,0.005923787488103125,0.0041582661648018,0.003923787488103125,0.9619245627870292
2024-10-02,-0.0032805223120916166,-0.0031572156640710613,-0.005280522312091617,-0.005157215664071062,0.9624124952401446
2024-10-03,0.004134647841004938,0.003980216976062068,0.0021346478410049384,0.001980216976062068,0.9626495723743828
2024-10-04,-0.009037883860195673,-0.008692801229990436,-0.011037883860195673,-0.010692801229990436,0.9618182048427246
2024-10-07,0.01558808957640226,0.015003729239507994,0.01358808957640226,0.013003729239507994,0.9625123826733141
2024-10-08,-0.0069178434615398,-0.006633984197915567,-0.008917843461539801,-0.008633984197915567,0.9589670877633517
2024-10-09,0.0017486710254690176,0.001677237864492489,-0.0002513289745309825,-0.0003227621355075111,0.9591500288298261
2024-10-10,-0.004522499353455597,-0.00434227207874651,-0.0065224993534555974,-0.00634227207874651,0.9601487450581108
