trade_date,beta_exposure,gross_exposure,net_exposure,strategy_return
2015-08-18,-0.20715399875161522,2.0,8.326672684688674e-17,-0.0041203852148986924
2015-08-19,-0.09028982664912491,2.0,-4.163336342344337e-17,0.013180491032203895
2015-08-20,0.05063625086559981,2.0,5.551115123125783e-17,0.01323592311553869
2015-08-21,0.18685123921107707,2.0,2.220446049250313e-16,0.03523612705316058
2015-08-24,0.13306059360192168,2.0,-2.7755575615628914e-17,0.017770258632376263
2015-08-25,-0.023582351680987157,1.9999999999999998,0.0,0.03372151914981095
2015-08-26,0.09634863524989618,2.0,0.0,-0.008206879271818856
2015-08-27,-0.14822661939018245,2.0,-5.551115123125783e-17,0.02634639802300183
2015-08-28,-0.2092502549805653,2.0,0.0,0.03454100964985565
2015-08-31,0.10814737232458449,1.9999999999999998,5.551115123125783e-17,-0.0036765446776107604
2015-09-01,0.15067236618964813,2.0,-4.163336342344337e-17,0.028734054994981578
2015-09-02,0.3743642885638778,2.0,2.7755575615628914e-17,0.03550294907055455
2015-09-03,-0.3416837274830853,2.0,0.0,0.010821514325314256
2015-09-04,-0.03449221301380967,2.0,-5.551115123125783e-17,0.01650038908053663
2015-09-07,0.11335057063453101,2.0,0.0,0.004476697123286662
